application_id,candidate_id,job_id,source,source_subtype,application_date,current_stage,current_stage_date,hired,rejected,withdrawn
APP-00878,CAND-0878,JOB-007,LinkedIn Recruiter,InMail Outreach,2025-06-13,Recruiter Screen,2025-06-23,False,True,False
APP-00879,CAND-0879,JOB-045,Direct Application,Careers Page,2024-05-03,Hiring Manager Screen,2024-05-22,False,True,False
APP-00880,CAND-0880,JOB-013,LinkedIn Ads,Sponsored Job,2025-04-15,Resume Screen,2025-04-23,False,True,False
APP-00881,CAND-0881,JOB-002,Employee Referral,Internal Referral,2025-06-27,Resume Screen,2025-06-29,False,True,False
APP-00882,CAND-0882,JOB-017,Indeed,Indeed Apply,2025-01-01,Resume Screen,2025-01-06,False,True,False
APP-00883,CAND-0883,JOB-017,LinkedIn Organic,Job Posting,2025-01-02,Resume Screen,2025-01-06,False,True,False
APP-00884,CAND-0884,JOB-029,Indeed,Indeed Apply,2025-01-27,Resume Screen,2025-02-03,False,True,False
APP-00885,CAND-0885,JOB-043,LinkedIn Organic,Job Posting,2024-08-26,Final Panel Interview,2024-09-21,False,True,False
APP-00886,CAND-0886,JOB-007,GitHub Sourcing,GitHub Profile,2025-06-06,Recruiter Screen,2025-06-16,False,True,False
APP-00887,CAND-0887,JOB-018,LinkedIn Recruiter,InMail Outreach,2025-06-01,Technical Assessment,2025-06-25,False,True,False
APP-00888,CAND-0888,JOB-003,Referral,Internal Referral,2025-06-07,Technical Assessment,2025-06-23,False,True,False
APP-00889,CAND-0889,JOB-016,Glassdoor,Glassdoor Apply,2025-06-29,Resume Screen,2025-07-01,False,True,False
APP-00890,CAND-0890,JOB-041,LinkedIn Organic,Job Posting,2025-06-27,Resume Screen,2025-06-28,False,True,False
APP-00891,CAND-0891,JOB-017,github,GitHub Profile,2024-12-12,Recruiter Screen,2024-12-21,False,True,False
APP-00892,CAND-0892,JOB-038,LinkedIn Organic,Job Posting,2025-02-24,Resume Screen,2025-03-05,False,True,False
APP-00893,CAND-0893,JOB-033,LinkedIn Organic,Job Posting,2025-06-04,Hiring Manager Screen,2025-06-16,False,True,False
APP-00894,CAND-0894,JOB-018,LinkedIn Organic,Job Posting,2025-06-11,Resume Screen,2025-06-17,False,True,False
APP-00895,CAND-0895,JOB-012,LinkedIn Paid,Sponsored Job,2025-06-21,Recruiter Screen,2025-07-01,False,True,False
APP-00896,CAND-0896,JOB-034,GitHub Sourcing,GitHub Profile,2025-05-16,Hiring Manager Screen,2025-06-02,False,False,True
APP-00897,CAND-0897,JOB-045,Direct Application,Careers Page,2024-04-14,Hiring Manager Screen,2024-04-30,False,True,False
APP-00898,CAND-0898,JOB-013,Indeed,Indeed Apply,2025-03-31,Hiring Manager Screen,2025-04-13,False,True,False
APP-00899,CAND-0899,JOB-002,Direct Application,Careers Page,2025-06-07,Hiring Manager Screen,2025-06-23,False,True,False
APP-00900,CAND-0900,JOB-015,LinkedIn Paid,Sponsored Job,26/06/2025,Resume Screen,07/01/2025,False,True,False
APP-00901,CAND-0901,JOB-022,LinkedIn Organic,Job Posting,2025-06-17,Recruiter Screen,2025-06-29,False,True,False
APP-00902,CAND-0902,JOB-003,LinkedIn Organic,Job Posting,2025-06-15,Resume Screen,2025-06-22,False,True,False
APP-00903,CAND-0903,JOB-014,LinkedIn Organic,Job Posting,2024-08-13,Recruiter Screen,2024-08-23,False,True,False
APP-00904,CAND-0904,JOB-030,LinkedIn Recruiter,InMail Outreach,2024-01-02,Final Panel Interview,2024-01-25,False,True,False
APP-00905,CAND-0905,JOB-012,LinkedIn Recruiter,InMail Outreach,2025-06-13,Offer,2025-07-01,False,False,True
APP-00906,CAND-0906,JOB-038,LinkedIn Ads,Sponsored Job,2025-01-29,Resume Screen,2025-02-05,False,True,False
APP-00907,CAND-0907,JOB-033,University Partnership,Careers Fair,2025-06-10,Resume Screen,2025-06-19,False,True,False
APP-00908,CAND-0908,JOB-041,Indeed,Indeed Apply,2025-07-01,Resume Screen,2025-06-29,False,True,False
APP-00909,CAND-0909,JOB-038,Direct Application,Careers Page,2025-02-20,Recruiter Screen,2025-03-03,False,True,False
APP-00910,CAND-0910,JOB-038,Employee Referral,Internal Referral,2025-01-26,Hiring Manager Screen,2025-02-06,False,True,False
APP-00911,CAND-0911,JOB-009,Recruitment Agency,Agency Submission,2025-05-12,Technical Interview,2025-06-12,False,True,False
APP-00912,CAND-0912,JOB-042,Other,Unknown,2024-06-18,Resume Screen,2024-06-22,False,True,False
APP-00913,CAND-0913,JOB-042,Indeed,Indeed Apply,2024-07-09,Recruiter Screen,2024-07-23,False,True,False
APP-00914,CAND-0914,JOB-015,LinkedIn Organic,Job Posting,2025-06-14,Resume Screen,2025-06-23,False,True,False
APP-00915,CAND-0915,JOB-003,LinkedIn Recruiter,InMail Outreach,2025-06-04,Resume Screen,2025-06-11,False,True,False
APP-00916,CAND-0916,JOB-020,LinkedIn Organic,Job Posting,2024-01-15,Recruiter Screen,2024-01-26,False,True,False
APP-00917,CAND-0917,JOB-031,LinkedIn Organic,Job Posting,2025-06-30,Recruiter Screen,2025-06-30,False,True,False
APP-00918,CAND-0918,JOB-018,Direct Application,Careers Page,2025-06-28,Resume Screen,2025-06-30,False,True,False
APP-00919,CAND-0919,JOB-042,Direct Application,Careers Page,2024-08-13,Recruiter Screen,2024-08-29,False,True,False
APP-00920,CAND-0920,JOB-012,Employee Referral,Internal Referral,2025-06-30,Recruiter Screen,2025-06-29,False,True,False
APP-00921,CAND-0921,JOB-023,LinkedIn Organic,Job Posting,2024-11-17,Resume Screen,2024-11-25,False,True,False
APP-00922,CAND-0922,JOB-001,Direct Application,Careers Page,2025-05-14,Hiring Manager Screen,2025-05-27,False,True,False
APP-00923,CAND-0923,JOB-040,LinkedIn Paid,Sponsored Job,2024-02-26,Final Panel Interview,2024-03-22,False,True,False
APP-00924,CAND-0924,JOB-002,LinkedIn Recruiter,InMail Outreach,2025-06-18,Recruiter Screen,2025-06-29,False,True,False
APP-00925,CAND-0925,JOB-020,LinkedIn Organic,Job Posting,2024-01-24,Resume Screen,2024-02-01,False,True,False
APP-00926,CAND-0926,JOB-016,LinkedIn Recruiter,InMail Outreach,2025-06-06,Resume Screen,2025-06-15,False,True,False
APP-00927,CAND-0927,JOB-034,LinkedIn Organic,Job Posting,2025-04-03,Resume Screen,2025-04-12,False,True,False
APP-00928,CAND-0928,JOB-037,LinkedIn Recruiter,InMail Outreach,2025-04-28,Hiring Manager Screen,2025-05-12,False,True,False
APP-00929,CAND-0929,JOB-035,Employee Referral,Internal Referral,2025-05-14,Hiring Manager Screen,2025-05-24,False,False,True
APP-00930,CAND-0930,JOB-019,LinkedIn Organic,Job Posting,2025-06-27,Technical Assessment,2025-06-29,False,False,True
APP-00931,CAND-0931,JOB-035,LinkedIn Paid,Sponsored Job,2025-06-08,Hiring Manager Screen,2025-06-25,False,True,False
APP-00932,CAND-0932,JOB-014,Employee Referral,Internal Referral,2024-07-05,Hiring Manager Screen,2024-07-18,False,True,False
APP-00933,CAND-0933,JOB-021,Direct Application,Careers Page,2024-02-23,Technical Assessment,2024-03-13,False,True,False
APP-00934,CAND-0934,JOB-031,Direct Application,Careers Page,2025-06-13,Recruiter Screen,2025-06-20,False,True,False
APP-00935,CAND-0935,JOB-028,Employee Referral,Internal Referral,2025-03-21,Recruiter Screen,2025-03-28,False,True,False
APP-00936,CAND-0936,JOB-024,indeed,Indeed Apply,2025-03-10,Resume Screen,2025-03-17,False,True,False
APP-00937,CAND-0937,JOB-031,LinkedIn Paid,Sponsored Job,2025-06-01,Resume Screen,2025-06-07,False,True,False
APP-00938,CAND-0938,JOB-010,LinkedIn Organic,Job Posting,2025-06-30,Resume Screen,2025-07-01,False,True,False
APP-00939,CAND-0939,JOB-024,Indeed,Indeed Apply,2025-03-11,Resume Screen,2025-03-19,False,True,False
APP-00940,CAND-0940,JOB-044,Employee Referral,Internal Referral,2025-06-25,Resume Screen,2025-06-28,False,True,False
APP-00941,CAND-0941,JOB-027,LinkedIn Organic,Job Posting,2025-06-19,Resume Screen,2025-06-27,False,True,False
APP-00942,CAND-0942,JOB-034,Employee Referral,Internal Referral,2025-04-02,Resume Screen,2025-04-11,False,True,False
APP-00943,CAND-0943,JOB-035,Other,Unknown,2025-06-03,Recruiter Screen,2025-06-14,False,True,False
APP-00944,CAND-0944,JOB-027,Other,Unknown,2025-05-12,Hiring Manager Screen,2025-05-27,False,True,False
APP-00945,CAND-0945,JOB-010,LinkedIn Organic,Job Posting,2025-06-14,Resume Screen,2025-06-21,False,True,False
APP-00946,CAND-0946,JOB-045,linkedin.com,Job Posting,2024-05-30,Resume Screen,2024-06-07,False,True,False
APP-00947,CAND-0947,JOB-028,LinkedIn Organic,Job Posting,2025-02-11,Hiring Manager Screen,2025-02-28,False,True,False
APP-00948,CAND-0948,JOB-011,LinkedIn Recruiter,InMail Outreach,2024-12-10,Hiring Manager Screen,2024-12-31,False,True,False
APP-00949,CAND-0949,JOB-017,Direct Application,Careers Page,2024-11-25,Technical Assessment,2024-12-19,False,False,True
APP-00950,CAND-0950,JOB-025,LinkedIn Organic,Job Posting,2025-06-03,Resume Screen,2025-06-09,False,True,False
APP-00951,CAND-0951,JOB-012,LinkedIn Organic,Job Posting,2025-06-28,Resume Screen,2025-06-28,False,True,False
APP-00952,CAND-0952,JOB-030,LinkedIn Recruiter,InMail Outreach,2024-01-09,Resume Screen,2024-01-15,False,True,False
APP-00953,CAND-0953,JOB-005,Indeed,Indeed Apply,2025-06-03,Resume Screen,2025-06-13,False,True,False
APP-00954,CAND-0954,JOB-025,Indeed.com,Indeed Apply,2025-06-21,Resume Screen,2025-06-28,False,True,False
APP-00955,CAND-0955,JOB-002,Other,Unknown,2025-06-04,Resume Screen,2025-06-13,False,True,False
APP-00956,CAND-0956,JOB-020,LinkedIn Organic,Job Posting,2024-02-13,Technical Assessment,2024-03-12,False,False,True
APP-00957,CAND-0957,JOB-001,github,GitHub Profile,2025-05-09,Recruiter Screen,2025-05-19,False,True,False
APP-00958,CAND-0958,JOB-030,Linked In,Job Posting,2024-01-08,Recruiter Screen,2024-01-18,False,False,True
APP-00959,CAND-0959,JOB-005,LinkedIn,Job Posting,2025-06-14,Resume Screen,2025-06-18,False,True,False
APP-00960,CAND-0960,JOB-003,LinkedIn Recruiter,InMail Outreach,2025-06-24,Technical Assessment,2025-06-29,False,False,True
APP-00961,CAND-0961,JOB-016,LinkedIn Organic,Job Posting,2025-06-28,Technical Assessment,2025-07-01,False,False,True
APP-00962,CAND-0962,JOB-036,LinkedIn Recruiter,InMail Outreach,06/04/2025,Recruiter Screen,04/22/2025,False,True,False
APP-00963,CAND-0963,JOB-030,Direct Application,Careers Page,2024-02-17,Hiring Manager Screen,2024-03-08,False,True,False
APP-00964,CAND-0964,JOB-014,Other,Unknown,2024-08-11,Recruiter Screen,2024-08-21,False,True,False
APP-00965,CAND-0965,JOB-033,LinkedIn Paid,Sponsored Job,2025-06-26,Hiring Manager Screen,2025-06-30,False,True,False
APP-00966,CAND-0966,JOB-012,Direct Application,Careers Page,2025-06-23,Final Panel Interview,2025-06-29,False,True,False
APP-00967,CAND-0967,JOB-025,Direct Application,Careers Page,2025-06-23,Hiring Manager Screen,2025-06-30,False,True,False
APP-00968,CAND-0968,JOB-011,LinkedIn Organic,Job Posting,2025-01-20,Resume Screen,2025-01-29,False,True,False
APP-00969,CAND-0969,JOB-015,Other,Unknown,2025-06-29,Resume Screen,2025-06-29,False,True,False
APP-00970,CAND-0970,JOB-016,indeed,Indeed Apply,2025-06-06,Technical Assessment,2025-06-29,False,False,True
APP-00971,CAND-0971,JOB-033,Recruitment Agency,Agency Submission,2025-06-28,Resume Screen,2025-07-01,False,True,False
APP-00972,CAND-0972,JOB-043,LinkedIn Organic,Job Posting,2024-09-15,Resume Screen,2024-09-23,False,True,False
APP-00973,CAND-0973,JOB-038,Recruitment Agency,Agency Submission,20/01/2025,Hiring Manager Screen,04/02/2025,False,False,True
APP-00974,CAND-0974,JOB-015,linkedin.com,Job Posting,09/06/2025,Hiring Manager Screen,06/27/2025,False,True,False
APP-00975,CAND-0975,JOB-039,linkedin,Job Posting,2025-06-22,Resume Screen,2025-06-30,False,True,False
APP-00976,CAND-0976,JOB-040,linkedin,Job Posting,2024-01-13,Recruiter Screen,2024-01-24,False,False,True
APP-00977,CAND-0977,JOB-044,LinkedIn Organic,Job Posting,2025-06-18,Recruiter Screen,2025-07-01,False,True,False
APP-00978,CAND-0978,JOB-005,LinkedIn Organic,Job Posting,2025-06-01,Recruiter Screen,2025-06-11,False,True,False
APP-00979,CAND-0979,JOB-029,LinkedIn Recruiter,InMail Outreach,23/01/2025,Hiring Manager Screen,02/11/2025,False,False,True
APP-00980,CAND-0980,JOB-035,Recruitment Agency,Agency Submission,2025-04-15,Hiring Manager Screen,2025-05-06,False,True,False
APP-00981,CAND-0981,JOB-002,LinkedIn Paid,Sponsored Job,2025-06-24,Recruiter Screen,2025-06-29,False,True,False
APP-00982,CAND-0982,JOB-003,Indeed,Indeed Apply,2025-06-27,Resume Screen,2025-07-01,False,True,False
APP-00983,CAND-0983,JOB-037,Careers Site,Careers Page,2025-05-11,Resume Screen,2025-05-19,False,True,False
APP-00984,CAND-0984,JOB-030,LinkedIn Recruiter,InMail Outreach,2024-01-10,Hiring Manager Screen,2024-01-30,False,True,False
APP-00985,CAND-0985,JOB-012,Linked In,Job Posting,2025-06-21,Resume Screen,2025-06-30,False,True,False
APP-00986,CAND-0986,JOB-006,Employee Referral,Internal Referral,2024-02-01,Resume Screen,2024-02-07,False,True,False
APP-00987,CAND-0987,JOB-033,Employee Ref,Internal Referral,2025-06-09,Recruiter Screen,2025-06-20,False,True,False
APP-00988,CAND-0988,JOB-036,LinkedIn,Job Posting,2025-05-28,Recruiter Screen,2025-06-08,False,True,False
APP-00989,CAND-0989,JOB-042,LinkedIn Organic,Job Posting,2024-07-24,Hiring Manager Screen,2024-08-14,False,True,False
APP-00990,CAND-0990,JOB-001,Employee Referral,Internal Referral,2025-05-04,Technical Interview,2025-05-27,False,True,False
APP-00991,CAND-0991,JOB-026,LinkedIn Recruiter,InMail Outreach,2024-02-04,Recruiter Screen,2024-02-17,False,True,False
APP-00992,CAND-0992,JOB-030,Employee Referral,Internal Referral,2024-02-19,Final Panel Interview,2024-03-08,False,True,False
APP-00993,CAND-0993,JOB-025,Other,Unknown,2025-06-20,Technical Assessment,2025-07-01,False,True,False
APP-00994,CAND-0994,JOB-009,LinkedIn Recruiter,InMail Outreach,2025-05-29,Final Panel Interview,2025-06-30,False,True,False
APP-00995,CAND-0995,JOB-009,Employee Referral,Internal Referral,2025-06-19,Resume Screen,2025-06-28,False,True,False
APP-00996,CAND-0996,JOB-034,Direct Application,Careers Page,2025-05-22,Resume Screen,2025-05-27,False,True,False
APP-00997,CAND-0997,JOB-023,Referral,Internal Referral,2024-11-25,Resume Screen,2024-12-02,False,True,False
APP-00998,CAND-0998,JOB-025,Direct Application,Careers Page,2025-06-19,Resume Screen,2025-06-29,False,True,False
APP-00999,CAND-0999,JOB-009,LinkedIn Paid,Sponsored Job,2025-06-11,Recruiter Screen,2025-06-23,False,True,False
APP-01000,CAND-1000,JOB-010,linkedin.com,Job Posting,2025-06-29,Resume Screen,2025-07-01,False,True,False
APP-01001,CAND-1001,JOB-023,LinkedIn Paid,Sponsored Job,2024-11-07,Resume Screen,2024-11-14,False,True,False
APP-01002,CAND-1002,JOB-026,Indeed,Indeed Apply,2024-03-05,Resume Screen,2024-03-11,False,True,False
APP-01003,CAND-1003,JOB-030,LinkedIn Recruiter,InMail Outreach,2024-02-23,Resume Screen,2024-02-29,False,True,False
APP-01004,CAND-1004,JOB-030,LinkedIn InMail,InMail Outreach,2024-01-21,Resume Screen,2024-01-28,False,True,False
APP-01005,CAND-1005,JOB-039,LinkedIn Organic,Job Posting,2025-06-28,Resume Screen,2025-07-01,False,True,False
APP-01006,CAND-1006,JOB-018,LinkedIn Paid,Sponsored Job,2025-06-09,Resume Screen,2025-06-16,False,True,False
APP-01007,CAND-1007,JOB-042,LinkedIn Organic,Job Posting,2024-07-16,Hiring Manager Screen,2024-08-01,False,True,False
APP-01008,CAND-1008,JOB-001,Employee Referral,Internal Referral,2025-05-27,Recruiter Screen,2025-06-05,False,True,False
APP-01009,CAND-1009,JOB-029,LinkedIn Recruiter,InMail Outreach,2025-02-10,Recruiter Screen,2025-02-21,False,True,False
APP-01010,CAND-1010,JOB-026,Indeed,Indeed Apply,2024-02-08,Technical Assessment,2024-02-29,False,True,False
APP-01011,CAND-1011,JOB-009,Other,Unknown,2025-05-31,Resume Screen,2025-06-08,False,True,False
APP-01012,CAND-1012,JOB-031,LinkedIn Organic,Job Posting,06/16/2025,Resume Screen,06/22/2025,False,True,False
APP-01013,CAND-1013,JOB-014,LinkedIn Organic,Job Posting,2024-08-27,Resume Screen,2024-09-03,False,True,False
APP-01014,CAND-1014,JOB-042,Direct Application,Careers Page,2024-07-01,Resume Screen,2024-07-07,False,True,False
APP-01015,CAND-1015,JOB-031,LinkedIn Organic,Job Posting,2025-07-01,Recruiter Screen,2025-07-01,False,True,False
APP-01016,CAND-1016,JOB-016,LinkedIn Organic,Job Posting,2025-06-06,Recruiter Screen,2025-06-20,False,True,False
APP-01017,CAND-1017,JOB-010,Indeed,Indeed Apply,2025-06-30,Hiring Manager Screen,2025-06-30,False,True,False
APP-01018,CAND-1018,JOB-029,LinkedIn Organic,Job Posting,2025-01-18,Final Panel Interview,2025-02-13,False,True,False
APP-01019,CAND-1019,JOB-035,LinkedIn Organic,Job Posting,2025-04-17,Hiring Manager Screen,2025-05-01,False,True,False
APP-01020,CAND-1020,JOB-017,Direct Application,Careers Page,2025-01-18,Technical Assessment,2025-02-10,False,True,False
APP-01021,CAND-1021,JOB-042,LinkedIn Recruiter,InMail Outreach,2024-08-03,Hiring Manager Screen,2024-08-13,False,True,False
APP-01022,CAND-1022,JOB-042,LinkedIn Organic,Job Posting,2024-07-30,Hiring Manager Screen,2024-08-13,False,True,False
APP-01023,CAND-1023,JOB-039,LinkedIn Recruiter,InMail Outreach,2025-07-01,Resume Screen,2025-07-01,False,True,False
APP-01024,CAND-1024,JOB-036,LinkedIn Paid,Sponsored Job,2025-04-23,Resume Screen,2025-05-01,False,True,False
APP-01025,CAND-1025,JOB-028,LinkedIn Recruiter,InMail Outreach,2025-03-31,Resume Screen,2025-04-10,False,True,False
APP-01026,CAND-1026,JOB-037,LinkedIn Recruiter,InMail Outreach,2025-06-18,Resume Screen,2025-06-24,False,True,False
APP-01027,CAND-1027,JOB-043,LinkedIn Recruiter,InMail Outreach,2024-07-30,Recruiter Screen,2024-08-08,False,True,False
APP-01028,CAND-1028,JOB-020,LinkedIn Recruiter,InMail Outreach,2024-02-25,Technical Assessment,2024-03-24,False,True,False
APP-01029,CAND-1029,JOB-004,Employee Referral,Internal Referral,2024-04-01,Hiring Manager Screen,2024-04-13,False,True,False
APP-01030,CAND-1030,JOB-041,Other,Unknown,2025-06-14,Hiring Manager Screen,2025-06-28,False,True,False
APP-01031,CAND-1031,JOB-002,Direct Application,Careers Page,2025-06-19,Resume Screen,2025-06-26,False,True,False
APP-01032,CAND-1032,JOB-020,Glassdoor,Glassdoor Apply,2024-01-18,Recruiter Screen,2024-01-30,False,True,False
APP-01033,CAND-1033,JOB-016,Recruitment Agency,Agency Submission,2025-06-28,Recruiter Screen,2025-06-30,False,True,False
APP-01034,CAND-1034,JOB-036,LinkedIn Organic,Job Posting,2025-05-16,Recruiter Screen,2025-05-26,False,True,False
APP-01035,CAND-1035,JOB-032,LinkedIn Organic,Job Posting,2025-06-11,Resume Screen,2025-06-20,False,True,False
APP-01036,CAND-1036,JOB-017,Recruitment Agency,Agency Submission,2024-11-28,Resume Screen,2024-12-04,False,True,False
APP-01037,CAND-1037,JOB-043,LinkedIn Organic,Job Posting,2024-08-19,Recruiter Screen,2024-08-30,False,True,False
APP-01038,CAND-1038,JOB-035,Direct Application,Careers Page,2025-05-11,Resume Screen,2025-05-21,False,True,False
APP-01039,CAND-1039,JOB-040,Glassdoor,Glassdoor Apply,2024-02-29,Resume Screen,2024-03-09,False,True,False
APP-01040,CAND-1040,JOB-015,LinkedIn Organic,Job Posting,2025-06-10,Resume Screen,2025-06-16,False,True,False
APP-01041,CAND-1041,JOB-035,Direct Application,Careers Page,2025-05-17,Recruiter Screen,2025-05-25,False,True,False
APP-01042,CAND-1042,JOB-013,LI Recruiter,InMail Outreach,2025-03-18,Resume Screen,2025-03-22,False,True,False
APP-01043,CAND-1043,JOB-032,LinkedIn Paid,Sponsored Job,2025-06-05,Hiring Manager Screen,2025-06-23,False,True,False
APP-01044,CAND-1044,JOB-038,LinkedIn Organic,Job Posting,2025-02-08,Resume Screen,2025-02-16,False,True,False
APP-01045,CAND-1045,JOB-045,LinkedIn Organic,Job Posting,2024-04-18,Resume Screen,2024-04-22,False,True,False
APP-01046,CAND-1046,JOB-044,Other,Unknown,06/28/2025,Resume Screen,29/06/2025,False,True,False
APP-01047,CAND-1047,JOB-041,Direct Application,Careers Page,2025-06-16,Resume Screen,2025-06-21,False,True,False
APP-01048,CAND-1048,JOB-034,LinkedIn Organic,Job Posting,2025-05-29,Recruiter Screen,2025-06-10,False,True,False
APP-01049,CAND-1049,JOB-008,Glassdoor,Glassdoor Apply,2025-06-08,Resume Screen,2025-06-13,False,True,False
APP-01050,CAND-1050,JOB-036,LinkedIn Organic,Job Posting,2025-05-24,Recruiter Screen,2025-06-01,False,True,False
APP-01051,CAND-1051,JOB-012,Company Website,Careers Page,2025-06-21,Reference Check,2025-07-01,False,True,False
APP-01052,CAND-1052,JOB-001,Direct Application,Careers Page,2025-05-24,Recruiter Screen,2025-06-01,False,True,False
APP-01053,CAND-1053,JOB-013,LinkedIn Sponsored,Sponsored Job,2025-04-21,Hiring Manager Screen,2025-05-07,False,True,False
APP-01054,CAND-1054,JOB-043,LinkedIn Recruiter,InMail Outreach,2024-09-01,Hiring Manager Screen,2024-09-20,False,True,False
APP-01055,CAND-1055,JOB-023,Direct Application,Careers Page,2024-12-02,Technical Assessment,2024-12-23,False,False,True
APP-01056,CAND-1056,JOB-002,Linked In,Job Posting,2025-06-28,Resume Screen,2025-06-28,False,True,False
APP-01057,CAND-1057,JOB-041,Direct Application,Careers Page,2025-06-24,Resume Screen,2025-06-28,False,True,False
APP-01058,CAND-1058,JOB-022,LinkedIn Organic,Job Posting,2025-06-24,Resume Screen,2025-07-01,False,True,False
APP-01059,CAND-1059,JOB-033,Indeed.com,Indeed Apply,2025-06-29,Resume Screen,2025-07-01,False,True,False
APP-01060,CAND-1060,JOB-016,GitHub,GitHub Profile,2025-06-19,Resume Screen,2025-06-28,False,True,False
APP-01061,CAND-1061,JOB-011,LinkedIn Recruiter,InMail Outreach,2025-01-28,Resume Screen,2025-02-05,False,True,False
APP-01062,CAND-1062,JOB-009,LinkedIn Recruiter,InMail Outreach,2025-06-08,Recruiter Screen,2025-06-20,False,True,False
APP-01063,CAND-1063,JOB-032,LinkedIn Paid,Sponsored Job,2025-06-02,Resume Screen,2025-06-11,False,True,False
APP-01064,CAND-1064,JOB-036,Employee Ref,Internal Referral,2025-04-22,Recruiter Screen,2025-05-01,False,True,False
APP-01065,CAND-1065,JOB-038,LinkedIn Organic,Job Posting,2025-02-02,Resume Screen,2025-02-08,False,True,False
APP-01066,CAND-1066,JOB-016,Glassdoor,Glassdoor Apply,2025-06-06,Resume Screen,2025-06-13,False,True,False
APP-01067,CAND-1067,JOB-009,Employee Referral,Internal Referral,2025-06-12,Resume Screen,2025-06-19,False,True,False
APP-01068,CAND-1068,JOB-002,Glassdoor,Glassdoor Apply,2025-06-10,Resume Screen,2025-06-18,False,True,False
APP-01069,CAND-1069,JOB-008,LinkedIn Organic,Job Posting,2025-06-15,Resume Screen,2025-06-24,False,True,False
APP-01070,CAND-1070,JOB-027,LinkedIn Organic,Job Posting,2025-04-24,Hiring Manager Screen,2025-05-13,False,True,False
APP-01071,CAND-1071,JOB-017,Employee Referral,Internal Referral,2024-11-30,Resume Screen,2024-12-09,False,True,False
APP-01072,CAND-1072,JOB-005,Indeed,Indeed Apply,2025-06-28,Technical Assessment,2025-07-01,False,True,False
APP-01073,CAND-1073,JOB-035,Indeed,Indeed Apply,2025-06-07,Hiring Manager Screen,2025-06-24,False,True,False
APP-01074,CAND-1074,JOB-019,Direct Application,Careers Page,2025-06-22,Final Panel Interview,2025-06-29,False,True,False
APP-01075,CAND-1075,JOB-043,Glassdoor,Glassdoor Apply,2024-08-30,Resume Screen,2024-09-06,False,True,False
APP-01076,CAND-1076,JOB-025,LinkedIn Organic,Job Posting,2025-06-18,Technical Assessment,2025-06-30,False,True,False
APP-01077,CAND-1077,JOB-006,University Partnership,Careers Fair,2024-01-22,Recruiter Screen,2024-02-03,False,True,False
APP-01078,CAND-1078,JOB-029,LinkedIn Organic,Job Posting,2025-01-07,Resume Screen,2025-01-17,False,True,False
APP-01079,CAND-1079,JOB-005,Direct Application,Careers Page,30/06/2025,Resume Screen,06/29/2025,False,True,False
APP-01080,CAND-1080,JOB-010,Indeed,Indeed Apply,2025-05-26,Final Panel Interview,2025-06-25,False,True,False
APP-01081,CAND-1081,JOB-045,LinkedIn Organic,Job Posting,2024-04-23,Recruiter Screen,2024-05-02,False,False,True
APP-01082,CAND-1082,JOB-040,LinkedIn Ads,Sponsored Job,2024-01-11,Hiring Manager Screen,2024-02-02,False,True,False
APP-01083,CAND-1083,JOB-038,LinkedIn Paid,Sponsored Job,2025-02-23,Recruiter Screen,2025-03-07,False,True,False
APP-01084,CAND-1084,JOB-040,Recruitment Agency,Agency Submission,2024-02-15,Resume Screen,2024-02-21,False,True,False
APP-01085,CAND-1085,JOB-030,LinkedIn Organic,Job Posting,2024-01-30,Resume Screen,2024-02-07,False,True,False
APP-01086,CAND-1086,JOB-043,Careers Site,Careers Page,2024-08-05,Resume Screen,2024-08-10,False,True,False
APP-01087,CAND-1087,JOB-038,Other,Unknown,2025-01-18,Hiring Manager Screen,2025-02-04,False,True,False
APP-01088,CAND-1088,JOB-044,LinkedIn Organic,Job Posting,28/06/2025,Hiring Manager Screen,28/06/2025,False,False,True
APP-01089,CAND-1089,JOB-038,LinkedIn Organic,Job Posting,2024-12-31,Resume Screen,2025-01-06,False,True,False
APP-01090,CAND-1090,JOB-010,LinkedIn Recruiter,InMail Outreach,2025-06-08,Technical Assessment,2025-06-27,False,True,False
APP-01091,CAND-1091,JOB-007,LinkedIn Recruiter,InMail Outreach,2025-06-10,Resume Screen,2025-06-20,False,True,False
APP-01092,CAND-1092,JOB-010,Indeed,Indeed Apply,2025-06-28,Final Panel Interview,2025-07-01,False,True,False
APP-01093,CAND-1093,JOB-003,Direct Application,Careers Page,2025-06-22,Resume Screen,2025-06-29,False,True,False
APP-01094,CAND-1094,JOB-012,LI Recruiter,InMail Outreach,2025-06-18,Hiring Manager Screen,2025-06-29,False,True,False
APP-01095,CAND-1095,JOB-001,INDEED,Indeed Apply,2025-05-02,Final Panel Interview,2025-06-02,False,True,False
APP-01096,CAND-1096,JOB-015,Linked In,Job Posting,2025-05-31,Resume Screen,2025-06-08,False,True,False
APP-01097,CAND-1097,JOB-034,Indeed,Indeed Apply,2025-04-15,Hiring Manager Screen,2025-05-03,False,True,False
APP-01098,CAND-1098,JOB-031,Employee Referral,Internal Referral,2025-06-18,Resume Screen,2025-06-28,False,True,False
APP-01099,CAND-1099,JOB-017,LinkedIn Paid,Sponsored Job,2024-11-25,Recruiter Screen,2024-12-03,False,True,False
APP-01100,CAND-1100,JOB-010,LinkedIn InMail,InMail Outreach,2025-05-19,Resume Screen,2025-05-25,False,True,False
